销售日期,年,月,区域,城市,连锁总部,门店,商品名称,通用名,规格,生产企业,数量,单位,单价(元),金额(元),有效期
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店528785186,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,64.0,64.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店533452996,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,23.0,23.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店533452996,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,25.0,25.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店533452996,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,31.0,31.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店551056106,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,30.0,30.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店551056106,氨溴特罗口服溶液,氨溴特罗口服溶液,100ml*1瓶,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2025-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店558498850,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店566456422,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店566456422,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店577128060,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,4.0,盒,38.0,152.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店577128060,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店581165137,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店595043174,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店599593147,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店599593147,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,18.0,18.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店624295098,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液,10mlx12支,扬子江药业集团有限公司,1.0,盒,24.0,24.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店624295098,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,9.0,9.0,2027-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店633878234,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店650890598,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店667570237,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,32.0,32.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店667570237,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,14.0,14.0,2027-02-28
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店66917887,G1格列吡嗪缓释片（秦苏）,,5mg*12,扬子江药业集团有限公司,3.0,盒,10.0,30.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店66917887,G1格列吡嗪缓释片（秦苏）,,5mg*12,扬子江药业集团有限公司,2.0,盒,10.0,20.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店66917887,TG1神曲消食口服液（扬子江）,,10ml*6s,扬子江药业集团,2.0,盒,78.0,156.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店711579450,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,40.0,40.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店714896374,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店714896374,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店727441425,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液,10mlx12支,扬子江药业集团有限公司,1.0,盒,37.0,37.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店727441425,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液,10mlx12支,扬子江药业集团有限公司,1.0,盒,24.0,24.0,2025-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店786941308,氨溴特罗口服溶液,氨溴特罗口服溶液,100ml*1瓶,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2025-08-31
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店787891498,(Y)(G)(扬子江)百乐眠胶囊,,每粒装0.27克*56粒,扬子江药业集团有限公司,1.0,盒,118.0,118.0,
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店804347354,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,5mg×16s,扬子江药业集团江苏制药股份有限公司,4.0,盒,5.0,20.0,2027-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店809268895,黄芪精（供连锁）,黄芪精（供连锁）,10mlx12支,扬子江药业集团有限公司,2.0,盒,39.0,78.0,2026-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店809268895,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店83437494,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,-1.0,盒,388.0,-388.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店83437494,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,388.0,388.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店83437494,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,194.0,388.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店893627118,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,286.0,286.0,2025-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店904585822,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,18.0,18.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店922308905,黄芪精（供连锁）,黄芪精（供连锁）,10mlx12支,扬子江药业集团有限公司,4.0,盒,48.0,192.0,2026-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店922308905,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,2.0,盒,8.0,16.0,2026-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店929338116,醋酸曲安奈德益康唑乳膏（扶严宁）,醋酸曲安奈德益康唑乳膏（扶严宁）,15g,扬子江药业集团有限公司,1.0,支,13.0,13.0,2027-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店936575632,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,10.0,10.0,2026-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店939512204,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,16.0,16.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店939512204,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店940626504,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,286.0,286.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店940626504,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店984265321,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-31,2025,3,区域2548513671,,连锁总部1380472851,门店07867453,(G)(扬子江)(护佑)(蓝芩)蓝芩口服液,,7支/盒10毫升*（相当于原药材21.2克）（每支装10毫升）,扬子江药业集团有限公司,4.0,盒,49.8,199.2,
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1001719009,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1068859857,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1068859857,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1073944762,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,23.0,23.0,2027-08-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1073944762,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,2.0,盒,8.0,16.0,2027-11-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1079749481,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1079749481,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,22.0,22.0,2027-06-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1079749481,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,33.0,33.0,2027-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1079749481,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2027-11-30
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1085597346,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,1.0,盒,74.0,74.0,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1097874910,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,10mg×16s,扬子江药业集团江苏制药股份有限公司,1.0,盒,8.0,8.0,2027-03-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1097874910,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,65.0,65.0,2026-02-28
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1107101817,G0盐酸左氧氟沙星胶囊（扬子江）,,0.1g*12s,扬子江药业集团有限公司,1.0,盒,6.25,6.25,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1107101817,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,2.0,盒,74.0,148.0,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1107101817,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,2.0,盒,52.9,105.8,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1118820139,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店114513442,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,36.0,36.0,2027-07-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,31.0,31.0,2027-07-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,74.0,148.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,54.0,54.0,2026-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,54.0,54.0,2026-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,银杏叶片（依康宁）,银杏叶片（依康宁）,每片含总黄酮醇苷19.2mg、萜类内酯4.8mg *84片,扬子江药业集团有限公司,1.0,盒,81.0,81.0,2026-02-28
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1146948131,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,18.0,36.0,2026-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1150469746,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,31.0,62.0,2026-08-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1150469746,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,17.0,34.0,2026-10-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1150469746,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-06-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1152066002,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,35.0,35.0,2026-08-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1152066002,神曲消食口服液（限连锁）,神曲消食口服液（限连锁）,10ml*6支,扬子江药业集团,1.0,盒,78.0,78.0,2026-02-28
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1152066002,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,35.0,70.0,2026-08-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1158758594,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,74.0,148.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1169802413,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1182540956,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,200.0,400.0,2026-09-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1204149742,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,27.0,27.0,2027-01-31
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1204149742,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1204149742,生脉饮,生脉饮,10ml*30支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,288.0,288.0,2026-06-30
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1246963942,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-31,2025,3,区域1686919203,,连锁总部522934151,门店1291395459,G0氨氯地平贝那普利片（Ⅰ）（百安新）,,12.5mg*7s,扬子江药业集团广州海瑞药业有限公司,5.0,盒,40.0,200.0,1970-01-01
2025-03-31,2025,3,区域1686919203,,连锁总部738998451,门店1297532793,盐酸左氧氟沙星胶囊（左克）,盐酸左氧氟沙星胶囊（左克）,0.1g×12s,扬子江药业集团有限公司,1.0,盒,7.0,7.0,2027-09-30
